code_commune,nom_commune,ville_suivie,annee,type_bien,nb_ventes,prix_m2_median
34292,Salasc,False,2023,Maison,8,
34292,Salasc,False,2024,Maison,4,
34292,Salasc,False,2025,Maison,6,
34293,La Salvetat-sur-Agout,False,2024,Appartement,1,
34293,La Salvetat-sur-Agout,False,2025,Appartement,1,
34293,La Salvetat-sur-Agout,False,2021,Maison,54,1219.38
34293,La Salvetat-sur-Agout,False,2022,Maison,46,1488.24
34293,La Salvetat-sur-Agout,False,2023,Maison,33,1804.17
34293,La Salvetat-sur-Agout,False,2024,Maison,30,1580.58
34293,La Salvetat-sur-Agout,False,2025,Maison,26,
34294,Saturargues,False,2021,Appartement,2,
34294,Saturargues,False,2022,Appartement,1,
34294,Saturargues,False,2024,Appartement,2,
34294,Saturargues,False,2021,Maison,13,
34294,Saturargues,False,2022,Maison,10,
34294,Saturargues,False,2023,Maison,7,
34294,Saturargues,False,2024,Maison,4,
34294,Saturargues,False,2025,Maison,11,
34295,Saussan,False,2021,Appartement,1,
34295,Saussan,False,2023,Appartement,4,
34295,Saussan,False,2024,Appartement,2,
34295,Saussan,False,2021,Maison,19,
34295,Saussan,False,2022,Maison,17,
34295,Saussan,False,2023,Maison,37,3111.11
34295,Saussan,False,2024,Maison,17,
34295,Saussan,False,2025,Maison,17,
34296,Saussines,False,2021,Maison,11,
34296,Saussines,False,2022,Maison,12,
34296,Saussines,False,2023,Maison,8,
34296,Saussines,False,2024,Maison,8,
34296,Saussines,False,2025,Maison,5,
34297,Sauteyrargues,False,2021,Appartement,1,
34297,Sauteyrargues,False,2023,Appartement,1,
34297,Sauteyrargues,False,2021,Maison,5,
34297,Sauteyrargues,False,2023,Maison,2,
34297,Sauteyrargues,False,2024,Maison,3,
34297,Sauteyrargues,False,2025,Maison,2,
34298,Sauvian,False,2021,Appartement,4,
34298,Sauvian,False,2022,Appartement,5,
34298,Sauvian,False,2023,Appartement,1,
34298,Sauvian,False,2024,Appartement,3,
34298,Sauvian,False,2025,Appartement,7,
34298,Sauvian,False,2021,Maison,90,2556.79
34298,Sauvian,False,2022,Maison,65,2737.8
34298,Sauvian,False,2023,Maison,58,2875
34298,Sauvian,False,2024,Maison,53,3055.56
34298,Sauvian,False,2025,Maison,61,3013.7
34299,Sérignan,False,2021,Appartement,31,2957.75
34299,Sérignan,False,2022,Appartement,35,2689.19
34299,Sérignan,False,2023,Appartement,38,3285.42
34299,Sérignan,False,2024,Appartement,24,
34299,Sérignan,False,2025,Appartement,25,
34299,Sérignan,False,2021,Maison,132,2639.93
34299,Sérignan,False,2022,Maison,133,2840.91
34299,Sérignan,False,2023,Maison,103,3222.22
34299,Sérignan,False,2024,Maison,86,2910.26
34299,Sérignan,False,2025,Maison,100,2965.51
34300,Servian,False,2021,Appartement,6,
34300,Servian,False,2022,Appartement,3,
34300,Servian,False,2023,Appartement,1,
34300,Servian,False,2024,Appartement,3,
34300,Servian,False,2025,Appartement,2,
34300,Servian,False,2021,Maison,107,2102.27
34300,Servian,False,2022,Maison,101,2480
34300,Servian,False,2023,Maison,86,2563.97
34300,Servian,False,2024,Maison,57,2400
34300,Servian,False,2025,Maison,74,2615.81
34301,Sète,True,2021,Appartement,1160,2897.62
34301,Sète,True,2022,Appartement,1139,3208.33
34301,Sète,True,2023,Appartement,939,3374.12
34301,Sète,True,2024,Appartement,816,3412.45
34301,Sète,True,2025,Appartement,883,3497.46
34301,Sète,True,2021,Maison,190,4023.5
34301,Sète,True,2022,Maison,151,4194.92
34301,Sète,True,2023,Maison,131,4950.62
34301,Sète,True,2024,Maison,103,4363.01
34301,Sète,True,2025,Maison,134,4328.96
34302,Siran,False,2021,Maison,17,
34302,Siran,False,2022,Maison,17,
34302,Siran,False,2023,Maison,13,
34302,Siran,False,2024,Maison,19,
34302,Siran,False,2025,Maison,14,
34303,Sorbs,False,2022,Maison,1,
34303,Sorbs,False,2024,Maison,3,
34303,Sorbs,False,2025,Maison,3,
34304,Soubès,False,2022,Appartement,1,
34304,Soubès,False,2024,Appartement,1,
34304,Soubès,False,2021,Maison,12,
34304,Soubès,False,2022,Maison,11,
34304,Soubès,False,2023,Maison,11,
34304,Soubès,False,2024,Maison,5,
34304,Soubès,False,2025,Maison,12,
34305,Le Soulié,False,2021,Maison,8,
34305,Le Soulié,False,2022,Maison,5,
34305,Le Soulié,False,2023,Maison,6,
34305,Le Soulié,False,2025,Maison,1,
34306,Soumont,False,2021,Maison,2,
34306,Soumont,False,2023,Maison,3,
34306,Soumont,False,2025,Maison,2,
34307,Sussargues,False,2021,Appartement,5,
34307,Sussargues,False,2022,Appartement,4,
34307,Sussargues,False,2023,Appartement,2,
34307,Sussargues,False,2024,Appartement,4,
34307,Sussargues,False,2025,Appartement,7,
34307,Sussargues,False,2021,Maison,26,
34307,Sussargues,False,2022,Maison,26,
34307,Sussargues,False,2023,Maison,21,
34307,Sussargues,False,2024,Maison,14,
34307,Sussargues,False,2025,Maison,13,
34308,Taussac-la-Billière,False,2023,Appartement,1,
34308,Taussac-la-Billière,False,2024,Appartement,1,
34308,Taussac-la-Billière,False,2021,Maison,8,
34308,Taussac-la-Billière,False,2022,Maison,10,
34308,Taussac-la-Billière,False,2023,Maison,11,
34308,Taussac-la-Billière,False,2024,Maison,5,
34308,Taussac-la-Billière,False,2025,Maison,8,
34309,Teyran,False,2021,Appartement,7,
34309,Teyran,False,2022,Appartement,5,
34309,Teyran,False,2023,Appartement,4,
34309,Teyran,False,2024,Appartement,4,
34309,Teyran,False,2025,Appartement,3,
34309,Teyran,False,2021,Maison,49,3909.45
34309,Teyran,False,2022,Maison,30,4230.8
34309,Teyran,False,2023,Maison,38,4286.02
34309,Teyran,False,2024,Maison,32,4170.64
34309,Teyran,False,2025,Maison,29,
34310,Thézan-lès-Béziers,False,2022,Appartement,2,
34310,Thézan-lès-Béziers,False,2023,Appartement,3,
34310,Thézan-lès-Béziers,False,2024,Appartement,2,
34310,Thézan-lès-Béziers,False,2025,Appartement,1,
34310,Thézan-lès-Béziers,False,2021,Maison,58,2268.14
34310,Thézan-lès-Béziers,False,2022,Maison,38,2133.48
34310,Thézan-lès-Béziers,False,2023,Maison,41,2444.44
34310,Thézan-lès-Béziers,False,2024,Maison,33,2012
34310,Thézan-lès-Béziers,False,2025,Maison,29,
34311,Tourbes,False,2021,Appartement,2,
34311,Tourbes,False,2022,Appartement,3,
34311,Tourbes,False,2023,Appartement,1,
34311,Tourbes,False,2024,Appartement,1,
34311,Tourbes,False,2025,Appartement,1,
34311,Tourbes,False,2021,Maison,38,2659.78
34311,Tourbes,False,2022,Maison,34,2663.62
34311,Tourbes,False,2023,Maison,20,
34311,Tourbes,False,2024,Maison,29,
34311,Tourbes,False,2025,Maison,22,
34312,La Tour-sur-Orb,False,2021,Maison,18,
34312,La Tour-sur-Orb,False,2022,Maison,29,
34312,La Tour-sur-Orb,False,2023,Maison,19,
34312,La Tour-sur-Orb,False,2024,Maison,10,
34312,La Tour-sur-Orb,False,2025,Maison,19,
34313,Tressan,False,2024,Appartement,1,
34313,Tressan,False,2021,Maison,9,
34313,Tressan,False,2022,Maison,13,
34313,Tressan,False,2023,Maison,2,
34313,Tressan,False,2024,Maison,5,
34313,Tressan,False,2025,Maison,9,
34314,Le Triadou,False,2021,Appartement,1,
34314,Le Triadou,False,2023,Appartement,1,
34314,Le Triadou,False,2025,Appartement,1,
34314,Le Triadou,False,2021,Maison,10,
34314,Le Triadou,False,2022,Maison,2,
34314,Le Triadou,False,2023,Maison,3,
34314,Le Triadou,False,2024,Maison,5,
34314,Le Triadou,False,2025,Maison,3,
34315,Usclas-d'Hérault,False,2021,Maison,3,
34315,Usclas-d'Hérault,False,2022,Maison,5,
34315,Usclas-d'Hérault,False,2023,Maison,2,
34315,Usclas-d'Hérault,False,2024,Maison,6,
34315,Usclas-d'Hérault,False,2025,Maison,8,
34316,Usclas-du-Bosc,False,2021,Maison,3,
34316,Usclas-du-Bosc,False,2022,Maison,4,
34316,Usclas-du-Bosc,False,2023,Maison,1,
34316,Usclas-du-Bosc,False,2024,Maison,1,
34316,Usclas-du-Bosc,False,2025,Maison,4,
34317,La Vacquerie-et-Saint-Martin-de-Castries,False,2022,Appartement,1,
34317,La Vacquerie-et-Saint-Martin-de-Castries,False,2021,Maison,4,
34317,La Vacquerie-et-Saint-Martin-de-Castries,False,2022,Maison,8,
34317,La Vacquerie-et-Saint-Martin-de-Castries,False,2023,Maison,2,
34317,La Vacquerie-et-Saint-Martin-de-Castries,False,2024,Maison,6,
34317,La Vacquerie-et-Saint-Martin-de-Castries,False,2025,Maison,3,
34318,Vacquières,False,2025,Appartement,1,
34318,Vacquières,False,2021,Maison,11,
34318,Vacquières,False,2022,Maison,5,
34318,Vacquières,False,2023,Maison,3,
34318,Vacquières,False,2024,Maison,6,
34318,Vacquières,False,2025,Maison,15,
34319,Vailhan,False,2022,Maison,5,
34319,Vailhan,False,2023,Maison,2,
34319,Vailhan,False,2024,Maison,2,
34319,Vailhan,False,2025,Maison,3,
34320,Vailhauquès,False,2021,Appartement,1,
34320,Vailhauquès,False,2022,Appartement,1,
34320,Vailhauquès,False,2025,Appartement,1,
34320,Vailhauquès,False,2021,Maison,34,3335.53
34320,Vailhauquès,False,2022,Maison,21,
34320,Vailhauquès,False,2023,Maison,12,
34320,Vailhauquès,False,2024,Maison,13,
34320,Vailhauquès,False,2025,Maison,14,
34321,Valergues,False,2021,Appartement,4,
34321,Valergues,False,2022,Appartement,6,
34321,Valergues,False,2023,Appartement,1,
34321,Valergues,False,2024,Appartement,3,
34321,Valergues,False,2021,Maison,33,3430.69
34321,Valergues,False,2022,Maison,17,
34321,Valergues,False,2023,Maison,22,
34321,Valergues,False,2024,Maison,11,
34321,Valergues,False,2025,Maison,16,
34322,Valflaunès,False,2021,Maison,6,
34322,Valflaunès,False,2022,Maison,8,
34322,Valflaunès,False,2023,Maison,1,
34322,Valflaunès,False,2024,Maison,8,
34322,Valflaunès,False,2025,Maison,7,
34323,Valmascle,False,2021,Maison,1,
34323,Valmascle,False,2024,Maison,1,
34324,Valras-Plage,False,2021,Appartement,255,3279.41
34324,Valras-Plage,False,2022,Appartement,247,3450.89
34324,Valras-Plage,False,2023,Appartement,213,3750
34324,Valras-Plage,False,2024,Appartement,137,3736.2
34324,Valras-Plage,False,2025,Appartement,187,3716
34324,Valras-Plage,False,2021,Maison,158,3209.2
34324,Valras-Plage,False,2022,Maison,124,3508.43
34324,Valras-Plage,False,2023,Maison,100,3535.54
34324,Valras-Plage,False,2024,Maison,93,3666.67
34324,Valras-Plage,False,2025,Maison,94,3711.31
34325,Valros,False,2023,Appartement,2,
34325,Valros,False,2024,Appartement,1,
34325,Valros,False,2025,Appartement,1,
34325,Valros,False,2021,Maison,41,2405.56
34325,Valros,False,2022,Maison,26,
34325,Valros,False,2023,Maison,19,
34325,Valros,False,2024,Maison,20,
34325,Valros,False,2025,Maison,19,
34326,Vélieux,False,2023,Maison,1,
34326,Vélieux,False,2024,Maison,2,
34326,Vélieux,False,2025,Maison,2,
34327,Vendargues,False,2021,Appartement,22,
34327,Vendargues,False,2022,Appartement,18,
34327,Vendargues,False,2023,Appartement,21,
34327,Vendargues,False,2024,Appartement,15,
34327,Vendargues,False,2025,Appartement,15,
34327,Vendargues,False,2021,Maison,69,3740
34327,Vendargues,False,2022,Maison,58,4024.64
34327,Vendargues,False,2023,Maison,43,4178.9
34327,Vendargues,False,2024,Maison,31,4060
34327,Vendargues,False,2025,Maison,60,3898.6
34328,Vendémian,False,2021,Appartement,1,
34328,Vendémian,False,2023,Appartement,1,
34328,Vendémian,False,2025,Appartement,1,
34328,Vendémian,False,2021,Maison,11,
34328,Vendémian,False,2022,Maison,14,
34328,Vendémian,False,2023,Maison,6,
34328,Vendémian,False,2024,Maison,8,
34328,Vendémian,False,2025,Maison,10,
34329,Vendres,False,2021,Appartement,7,
34329,Vendres,False,2022,Appartement,10,
34329,Vendres,False,2023,Appartement,9,
34329,Vendres,False,2024,Appartement,5,
34329,Vendres,False,2025,Appartement,7,
34329,Vendres,False,2021,Maison,76,3039.03
34329,Vendres,False,2022,Maison,77,3284.86
34329,Vendres,False,2023,Maison,57,3438.65
34329,Vendres,False,2024,Maison,43,2824.07
34329,Vendres,False,2025,Maison,53,3388.89
34331,Verreries-de-Moussans,False,2021,Maison,7,
34331,Verreries-de-Moussans,False,2022,Maison,4,
34331,Verreries-de-Moussans,False,2023,Maison,3,
34331,Verreries-de-Moussans,False,2024,Maison,2,
34332,Vias,False,2021,Appartement,33,3511.68
34332,Vias,False,2022,Appartement,36,3470.38
34332,Vias,False,2023,Appartement,29,
34332,Vias,False,2024,Appartement,46,2702.94
34332,Vias,False,2025,Appartement,19,
34332,Vias,False,2021,Maison,177,2786
34332,Vias,False,2022,Maison,165,2833.33
34332,Vias,False,2023,Maison,113,3255.81
34332,Vias,False,2024,Maison,100,2896.44
34332,Vias,False,2025,Maison,104,2929.55
34333,Vic-la-Gardiole,False,2021,Appartement,1,
34333,Vic-la-Gardiole,False,2022,Appartement,1,
34333,Vic-la-Gardiole,False,2023,Appartement,1,
34333,Vic-la-Gardiole,False,2024,Appartement,1,
34333,Vic-la-Gardiole,False,2025,Appartement,1,
34333,Vic-la-Gardiole,False,2021,Maison,79,4914.29
34333,Vic-la-Gardiole,False,2022,Maison,78,5166.3
34333,Vic-la-Gardiole,False,2023,Maison,64,5433.16
34333,Vic-la-Gardiole,False,2024,Maison,63,5128.38
34333,Vic-la-Gardiole,False,2025,Maison,59,4923.23
34334,Vieussan,False,2025,Appartement,1,
34334,Vieussan,False,2021,Maison,3,
34334,Vieussan,False,2022,Maison,6,
34334,Vieussan,False,2023,Maison,5,
34334,Vieussan,False,2024,Maison,5,
34334,Vieussan,False,2025,Maison,7,
34335,Villemagne-l'Argentière,False,2021,Maison,10,
34335,Villemagne-l'Argentière,False,2022,Maison,11,
34335,Villemagne-l'Argentière,False,2023,Maison,7,
34335,Villemagne-l'Argentière,False,2024,Maison,9,
34335,Villemagne-l'Argentière,False,2025,Maison,2,
34336,Villeneuve-lès-Béziers,False,2021,Appartement,25,
34336,Villeneuve-lès-Béziers,False,2022,Appartement,24,
34336,Villeneuve-lès-Béziers,False,2023,Appartement,17,
34336,Villeneuve-lès-Béziers,False,2024,Appartement,15,
34336,Villeneuve-lès-Béziers,False,2025,Appartement,17,
34336,Villeneuve-lès-Béziers,False,2021,Maison,70,2207.26
34336,Villeneuve-lès-Béziers,False,2022,Maison,67,1862
34336,Villeneuve-lès-Béziers,False,2023,Maison,59,2172.73
34336,Villeneuve-lès-Béziers,False,2024,Maison,48,2034.69
34336,Villeneuve-lès-Béziers,False,2025,Maison,53,2129.03
34337,Villeneuve-lès-Maguelone,False,2021,Appartement,30,3168.56
34337,Villeneuve-lès-Maguelone,False,2022,Appartement,32,3077.78
34337,Villeneuve-lès-Maguelone,False,2023,Appartement,19,
34337,Villeneuve-lès-Maguelone,False,2024,Appartement,14,
34337,Villeneuve-lès-Maguelone,False,2025,Appartement,29,
34337,Villeneuve-lès-Maguelone,False,2021,Maison,104,3966.03
34337,Villeneuve-lès-Maguelone,False,2022,Maison,85,4097.88
34337,Villeneuve-lès-Maguelone,False,2023,Maison,74,4123.29
34337,Villeneuve-lès-Maguelone,False,2024,Maison,56,4031.96
34337,Villeneuve-lès-Maguelone,False,2025,Maison,48,3955.39
34338,Villeneuvette,False,2023,Appartement,1,
34339,Villespassans,False,2021,Maison,4,
34339,Villespassans,False,2022,Maison,3,
34339,Villespassans,False,2023,Maison,2,
34339,Villespassans,False,2024,Maison,3,
34339,Villespassans,False,2025,Maison,3,
34340,Villetelle,False,2023,Appartement,1,
34340,Villetelle,False,2021,Maison,17,
34340,Villetelle,False,2022,Maison,12,
34340,Villetelle,False,2023,Maison,14,
34340,Villetelle,False,2024,Maison,11,
34340,Villetelle,False,2025,Maison,10,
34341,Villeveyrac,False,2021,Appartement,2,
34341,Villeveyrac,False,2022,Appartement,1,
34341,Villeveyrac,False,2023,Appartement,3,
34341,Villeveyrac,False,2025,Appartement,2,
34341,Villeveyrac,False,2021,Maison,52,2423.1
34341,Villeveyrac,False,2022,Maison,46,2653.27
34341,Villeveyrac,False,2023,Maison,29,
34341,Villeveyrac,False,2024,Maison,32,2636.48
34341,Villeveyrac,False,2025,Maison,38,2486.77
34342,Viols-en-Laval,False,2021,Appartement,4,
34342,Viols-en-Laval,False,2022,Appartement,1,
34342,Viols-en-Laval,False,2021,Maison,2,
34342,Viols-en-Laval,False,2022,Maison,2,
34342,Viols-en-Laval,False,2023,Maison,3,
34342,Viols-en-Laval,False,2024,Maison,2,
34342,Viols-en-Laval,False,2025,Maison,3,
34343,Viols-le-Fort,False,2021,Appartement,2,
34343,Viols-le-Fort,False,2022,Appartement,2,
34343,Viols-le-Fort,False,2023,Appartement,1,
34343,Viols-le-Fort,False,2021,Maison,13,
34343,Viols-le-Fort,False,2022,Maison,9,
34343,Viols-le-Fort,False,2023,Maison,9,
34343,Viols-le-Fort,False,2024,Maison,3,
34343,Viols-le-Fort,False,2025,Maison,3,
34344,La Grande-Motte,False,2021,Appartement,891,4565.22
34344,La Grande-Motte,False,2022,Appartement,807,5055.56
34344,La Grande-Motte,False,2023,Appartement,688,5353.41
34344,La Grande-Motte,False,2024,Appartement,610,5347.88
34344,La Grande-Motte,False,2025,Appartement,671,5232
34344,La Grande-Motte,False,2021,Maison,85,5725.83
34344,La Grande-Motte,False,2022,Maison,59,6000
34344,La Grande-Motte,False,2023,Maison,50,6374.17
34344,La Grande-Motte,False,2024,Maison,42,6050.85
34344,La Grande-Motte,False,2025,Maison,57,5905.26
