"[Nb ventes]","[Prix m2 median]","[Prix m2 moyen]","[Prix m2 1er quartile]","[Prix m2 3e quartile]","[Valeur mediane]","[Surface mediane]","[Volume d affaires]","[Part des maisons]","[Seuil de publication]"
"105463","3223,68421052632","3357,17531372594","2338,70967741935","4159,8946906538","180000","65","23693536754,24","0,446317665911267","30"
